price;bedrooms;bathrooms;sqft_living;sqft_lot;floors;waterfront;view;condition;grade;sqft_above;sqft_basement;yr_renovated;sqft_living15;sqft_lot15
335000;3;2;2588;5701;2;N;0;Average;8;2588;0;0;2389;5702
856500;4;2;3290;8147;2;N;0;Average;10;3290;0;0;3290;7467
430000;3;2;1450;7316;1;N;0;Average;7;1450;0;0;1440;7316
4e+05;4;2;2070;10800;2;N;0;Average;7;2070;0;0;1880;10800
1160000;5;2;2870;9680;1;N;4;Very Good;9;1440;1430;0;2940;9729
370000;4;2;1370;9957;1;N;0;Average;7;900;470;0;1510;8088
7e+05;3;2;2000;14733;1;N;0;Good;8;2000;0;0;2620;14733
250000;3;2;1790;6191;2;N;0;Average;8;1790;0;0;1790;6758
360000;1;2;2060;10600;1.5;N;0;Average;7;1560;500;1983;2060;11880
250200;3;2;1180;7384;1;N;0;Very Good;7;1180;0;0;1150;7455
530000;2;2;1900;2983;2;N;0;Average;8;1900;0;0;1510;3876
1325000;3;2;3590;8400;1;N;0;Average;9;2950;640;2007;1620;7875
165000;1;1;850;8050;1;N;0;Fair;6;850;0;0;1590;5180
385000;4;2;2360;7620;1;N;0;Good;7;1180;1180;0;1910;7620
880000;4;2;3030;3841;3;N;0;Average;9;3030;0;0;1080;4922
732000;3;4;2670;6517;2.5;N;4;Good;8;2020;650;0;2010;6073
860000;3;2;3060;12095;2;N;0;Average;10;3060;0;0;3060;11455
394950;3;2;1090;7700;1;N;0;Good;7;1090;0;0;1740;7700
230000;4;2;1850;6000;1;N;0;Good;6;1270;580;0;1270;6600
840000;3;3;3570;6250;2;N;2;Average;10;2710;860;0;2550;7596
788000;5;2;2910;9454;1;N;1;Average;8;1910;1000;0;2400;10690
285000;3;2;1680;35127;2;N;0;Average;7;1680;0;0;1820;35166
724950;4;4;3010;174240;2;N;0;Average;9;3010;0;0;2720;247856
315000;3;1;1390;8333;1;N;0;Average;7;1390;0;0;1320;7090
565500;3;2;1780;5850;1;N;0;Very Good;7;980;800;0;1550;5850
350000;3;2;1430;12199;1;N;0;Average;7;1130;300;0;1490;8196
221000;3;1;980;7606;1;N;0;Average;7;980;0;0;980;8125
1562000;5;3;3910;16200;1;N;0;Good;9;2890;1020;0;3620;16200
435000;5;2;1840;9240;1;N;0;Good;7;1540;300;1958;1200;5250
290000;2;1;440;8313;1;Y;3;Good;5;440;0;0;880;26289
406500;2;2;1510;5319;2;N;0;Good;8;1510;0;0;1740;6160
495000;4;2;1600;6380;1;N;0;Average;8;1130;470;0;1090;6380
324900;3;2;2080;9740;2;N;0;Average;8;2080;0;0;2080;8705
519000;4;1;1640;6305;1.5;N;0;Very Good;6;1640;0;0;1590;4816
1098000;4;4;4570;16219;2;N;0;Average;11;4570;0;0;4700;16500
209000;2;1;840;5265;1;N;0;Very Good;6;840;0;0;920;5100
335000;4;2;2030;13500;1;N;0;Average;7;1230;800;0;1830;13800
537000;3;2;1550;12920;2;N;0;Very Good;7;1550;0;0;2610;10800
523000;3;2;1240;7735;1;N;0;Good;7;1240;0;0;1260;7500
470000;3;2;2620;4874;2;N;0;Average;7;2620;0;0;2360;4231
645000;3;2;3280;79279;1;N;0;Average;10;3280;0;0;1860;24008
625000;4;2;1920;8259;2;N;0;Good;8;1920;0;0;2030;8910
897000;4;2;2820;6120;2;N;0;Average;9;2820;0;0;1510;6120
625000;3;1;1800;4800;1;N;2;Good;9;900;900;0;1400;4800
726000;3;2;2040;10033;1;N;0;Good;8;1420;620;0;2260;10115
571900;4;2;1710;8947;1;N;0;Good;7;1710;0;0;1360;10133
260000;4;2;1990;6671;2;N;0;Average;7;1990;0;0;1862;6566
275000;3;2;1580;8775;1;N;0;Average;6;1220;360;0;1180;8775
460000;4;2;2110;35091;1;N;0;Good;8;1290;820;0;2740;36427
437000;3;2;2220;17568;1;N;0;Good;8;2220;0;0;2070;11745
540000;4;2;3040;10283;1;N;0;Good;8;1430;1610;0;1870;11074
292500;4;2;2250;4495;2;N;0;Average;7;2250;0;0;2250;4500
453000;3;3;2330;4284;2;N;0;Average;9;1920;410;0;2330;3709
455000;3;2;2090;8653;2;N;0;Average;8;2090;0;0;2090;6396
480000;3;2;2410;4656;2;N;0;Average;7;2410;0;0;2410;4840
808900;5;2;2900;5901;2;N;0;Average;9;2900;0;0;3200;5775
570000;3;3;1570;1777;2;N;0;Average;8;1260;310;0;1000;1777
290000;3;2;1950;15954;1;N;0;Good;8;1950;0;0;1940;12667
365000;2;1;980;5110;1;N;0;Good;7;780;200;0;1430;5110
259000;3;2;2740;7980;2;N;0;Good;7;2740;0;0;1470;8611
375000;4;2;1800;8432;1;N;0;Good;7;1200;600;0;1780;8432
627000;3;2;2310;10525;2;N;0;Very Good;7;2310;0;0;1430;10523
370000;3;2;1496;1423;2;N;0;Average;8;1248;248;0;1460;1423
235000;1;1;810;2451;1;N;0;Very Good;7;810;0;0;980;1198
168000;2;2;1220;3568;1.5;N;0;Good;8;1220;0;0;1180;3678
258900;3;2;1400;10436;1;N;0;Good;7;1040;360;0;1860;9318
546000;4;3;1790;3600;1.5;N;0;Average;8;1790;0;0;1770;3119
150000;2;1;870;5700;1;N;0;Good;6;870;0;0;1020;5700
435000;3;2;1610;6911;1;N;0;Average;7;1260;350;0;1630;6911
1360000;4;4;4120;12626;2;N;1;Average;11;3970;150;0;4120;11913
190500;3;2;1390;10155;1;N;0;Average;7;1130;260;0;1790;10155
445000;3;2;2690;21883;2;N;0;Average;8;2690;0;0;2370;21781
330950;3;2;1630;2844;2;N;0;Average;7;1630;0;0;1610;2582
475000;3;2;1240;8738;1;N;0;Average;7;1240;0;0;1440;9344
280000;3;2;2630;6500;1;N;0;Average;7;1330;1300;0;2520;6500
892500;3;2;2120;56192;1;N;1;Average;9;1720;400;0;2240;20500
562000;3;2;2400;97138;2;N;0;Very Good;8;2400;0;0;2230;54450
531800;3;2;1930;5344;2;N;0;Average;7;1930;0;0;2410;5080
651100;4;2;2310;5526;2;N;0;Average;9;2310;0;0;2500;5769
270000;3;2;1610;8375;2;N;0;Average;7;1610;0;0;1610;9107
585000;5;2;2000;3750;2;N;0;Good;7;2000;0;0;1520;3750
315000;3;1;890;5200;1;N;0;Average;7;890;0;0;1420;6000
1450000;3;4;4110;15720;1;N;1;Average;10;2230;1880;0;2500;15400
347000;3;1;1270;8400;1;N;0;Average;7;1270;0;0;1390;8400
375000;3;2;1110;5500;1;N;0;Average;6;1110;0;1997;1670;6600
738000;3;2;2620;9112;2;N;0;Average;9;2620;0;0;2620;9067
999999;3;2;2100;4097;2;N;0;Average;9;2100;0;0;1780;4764
227450;2;1;660;6509;1;N;0;Good;5;660;0;0;970;5713
347000;3;2;1240;8050;1;N;0;Good;7;1240;0;0;1370;9856
685000;3;2;2210;5000;1.5;N;2;Average;7;1710;500;0;1920;5000
332000;5;2;2420;43560;1;N;2;Average;8;1500;920;0;1620;17331
276000;2;2;1480;6075;1;N;0;Very Good;7;740;740;0;1230;6053
437000;3;3;1460;1180;3;N;0;Average;8;1460;0;0;1460;1224
4e+05;4;2;1560;8250;1;N;0;Average;8;1320;240;0;1870;8258
770000;3;1;2230;3200;2;N;2;Average;8;1630;600;0;2280;5400
512500;4;2;2200;6900;2;N;0;Good;8;2200;0;0;2400;6900
220000;3;2;1410;7998;1;N;0;Good;7;1410;0;0;1780;8278
673000;4;2;2990;10400;2;N;0;Average;9;2990;0;0;2140;17449
1855000;5;3;5570;9600;2;N;0;Very Good;9;3860;1710;0;3170;10400
456500;4;2;2400;6811;2;N;0;Average;8;2400;0;0;2710;5314
634800;4;3;3280;4904;2;N;0;Average;7;3280;0;0;2600;5004
404000;3;2;1720;7202;1;N;0;Average;7;1720;0;0;1720;7625
485000;4;2;1850;9911;1;N;0;Good;7;1850;0;0;1650;8670
173000;4;2;1200;8460;1;N;0;Very Good;7;1200;0;0;1350;8623
1839900;4;3;4140;11007;2;N;0;Average;10;4140;0;0;2150;9663
317000;3;2;1840;5011;2;N;0;Average;8;1840;0;0;2000;4793
425000;2;1;1160;17700;1;N;0;Average;7;1160;0;0;1440;9000
342000;3;3;1260;1251;2;N;0;Average;7;1040;220;0;1780;7715
423500;3;2;1770;6000;1;N;3;Average;7;1100;670;0;1300;3000
235000;2;1;1020;7920;1;N;0;Average;6;1020;0;0;1530;6900
275000;4;2;1610;6923;1;N;0;Average;6;1010;600;0;1320;7684
425000;3;2;1960;43332;1;N;0;Good;7;1400;560;0;2010;44431
550000;3;1;1130;7500;1;N;0;Average;7;880;250;0;2190;5250
530000;3;4;2320;3174;2;N;0;Average;9;2060;260;0;2320;3187
673200;5;3;4180;8561;2;N;0;Average;7;4180;0;0;3425;6591
535000;3;3;2490;3600;2;N;0;Average;8;2290;200;0;1880;3600
705000;2;2;2305;5580;1;N;0;Average;8;2305;0;0;1440;5748
405000;4;2;2620;9359;2;N;0;Average;9;2620;0;0;2580;7433
306500;2;1;1390;19988;1;N;2;Good;7;1390;0;0;2580;10490
361810;3;2;1240;7620;1;N;0;Average;7;1240;0;2014;1150;7620
299000;3;2;1180;13927;1;N;0;Very Good;7;1180;0;0;1400;13173
799950;4;2;3320;7429;2;N;0;Average;9;3320;0;0;1840;7429
475000;3;2;2280;5750;1;N;1;Good;7;1150;1130;0;1500;5060
815000;5;2;3410;35536;2;N;0;Average;10;2530;880;0;3140;43453
349000;3;2;1690;5080;1;N;0;Average;7;1190;500;0;1300;5080
405000;3;2;1500;9636;2;N;0;Average;7;1500;0;0;1700;9656
350000;4;2;2506;7206;2;N;0;Average;8;2506;0;0;2441;7220
445000;3;2;1800;11200;1;N;0;Average;8;1270;530;0;1940;11250
247200;3;2;1910;10583;1.5;N;0;Good;7;1910;0;1967;1770;9068
680000;4;3;3620;35429;2;N;0;Average;10;3620;0;0;3310;54193
450000;2;2;1530;1012;2;N;0;Average;8;1200;330;0;1530;1425
294000;2;1;850;5250;1;N;0;Good;7;850;0;0;1440;5250
399000;3;3;1520;1884;3;N;0;Average;8;1520;0;0;1360;1939
1062000;4;3;2720;4000;1.5;N;2;Very Good;8;1840;880;0;1600;4000
374900;3;2;2480;4950;2;N;0;Average;7;2480;0;0;2230;5298
780000;5;2;2880;12000;2;N;0;Average;8;2880;0;0;1720;5000
825000;4;2;3370;5000;2;N;0;Average;9;3370;0;0;3370;5237
411800;4;2;2190;6800;1;N;0;Very Good;7;1340;850;0;1560;7611
676000;3;2;1730;6784;2.5;N;0;Good;7;1730;0;0;1210;6784
344950;3;2;1470;6950;1;N;0;Very Good;6;1470;0;0;1660;5065
805000;4;2;2440;9889;1;N;0;Average;7;1540;900;0;1710;6284
390000;3;2;1180;7700;1;N;0;Good;7;1180;0;0;1510;8800
455000;5;2;2500;7860;1;N;0;Average;7;1040;1460;0;2060;9684
467000;3;2;1420;990;3;N;0;Average;8;1420;0;0;1350;1415
501000;3;1;1160;4360;1;N;0;Good;8;1160;0;0;1810;4360
665000;6;3;4250;4400;2.5;N;0;Good;7;3020;1230;0;1520;4950
324000;3;2;1920;5322;2;N;0;Average;8;1920;0;0;1920;5000
3e+05;3;2;1500;8352;1;N;2;Very Good;6;750;750;0;1500;8447
866500;4;4;3080;4945;2;N;0;Average;9;2010;1070;0;1220;4945
195000;2;1;720;18000;1;N;0;Average;6;720;0;0;1250;7925
411500;3;1;1130;8159;1;N;0;Good;7;1130;0;0;1570;8162
370000;4;2;2190;17600;1;N;0;Good;7;1110;1080;0;1820;17600
348000;3;2;1500;2255;2;N;0;Average;7;1500;0;0;1440;2040
415000;3;2;1620;998;2.5;N;0;Average;8;1540;80;0;1620;1299
428000;3;2;2230;32660;1;N;0;Good;8;2230;0;0;2400;33120
795000;4;2;2070;13084;1;N;0;Good;8;1700;370;0;2520;10180
220000;2;1;1060;10423;1.5;N;0;Average;7;1060;0;0;2240;10200
445000;3;2;1750;7200;1;N;0;Average;7;1750;0;0;1810;7590
740000;4;2;2300;9900;1;N;2;Average;8;1600;700;0;2510;7500
556000;4;2;2240;5402;2;N;0;Average;8;2240;0;0;2240;7560
360000;3;1;1570;9467;1;N;0;Average;7;1570;0;0;1570;9100
4e+05;2;1;1270;7440;1;N;0;Good;7;910;360;0;1040;7500
680000;4;2;3490;3677;2;N;0;Average;9;2850;640;0;3440;3600
550000;3;2;2800;10603;2;N;0;Average;9;2800;0;0;2580;10603
265000;6;2;2000;7650;1.5;N;0;Good;7;1790;210;0;1710;7650
994000;5;3;4260;7861;2;N;0;Average;10;4260;0;0;4020;7528
485000;4;3;3110;18843;2;N;0;Average;9;3110;0;0;3080;14735
455000;4;2;1780;2992;2;N;0;Average;7;1780;0;0;1610;2961
439800;3;2;1120;6900;1;N;0;Very Good;7;1120;0;0;1300;7000
2e+05;3;1;1200;10703;1.5;N;0;Fair;7;1200;0;0;1380;8068
492000;4;4;2810;10840;2;N;2;Good;8;2070;740;0;2370;11248
295000;3;2;1250;9486;1;N;0;Good;6;1250;0;0;1270;9600
525000;1;1;830;3200;1;N;0;Average;7;830;0;0;1350;2512
435000;1;1;670;1800;1;N;0;Very Good;6;670;0;0;1330;3360
1295000;4;2;3070;4000;2;N;0;Good;8;2070;1000;0;2560;4000
539950;3;2;1330;2180;3;N;0;Average;8;1330;0;0;1330;5000
199000;3;1;1390;21262;1;N;0;Average;7;1390;0;0;1560;10800
848000;3;3;2170;2738;1.5;N;0;Good;9;1550;620;0;1170;1062
1450000;4;3;2750;17789;1.5;N;0;Average;8;1980;770;1992;3060;11275
340000;3;2;1280;16200;1;N;0;Average;8;1030;250;0;1160;10565
699188;4;3;3250;5478;2;N;0;Average;9;3250;0;0;3250;5482
430000;3;2;1440;7320;1;N;0;Very Good;7;1440;0;0;1160;6941
1017000;3;2;2605;2216;2;N;2;Good;9;2090;515;0;2605;1979
435000;6;2;2270;11970;1;N;0;Average;7;1470;800;0;2270;10640
135000;2;1;830;7609;1;N;0;Average;6;830;0;0;1170;7609
333000;4;2;1880;9880;1;N;0;Good;8;1880;0;0;1880;9600
309600;4;2;1275;20000;1;N;0;Good;6;1275;0;0;1660;20000
1035000;4;2;2910;9131;2;N;0;Average;10;2910;0;0;1880;11212
439000;3;2;3020;6000;3;N;2;Average;8;1980;1040;0;1150;6000
629000;4;2;1900;11171;1;N;0;Average;8;1280;620;0;2330;9934
809000;4;2;1790;8372;1;N;0;Good;8;1340;450;0;2180;10500
495000;4;3;2656;21195;2;N;0;Average;9;2656;0;0;1860;16510
610000;5;3;2930;31411;1;N;0;Good;9;1520;1410;0;3070;12378
575000;2;1;980;3663;1;N;0;Very Good;7;980;0;0;1620;3706
473975;3;2;2330;3610;2;N;0;Average;8;2330;0;0;1830;2948
759900;4;2;3000;5639;2;N;0;Average;8;3000;0;0;3000;4587
455000;2;1;1430;5000;1.5;N;0;Fair;7;1430;0;0;1450;3750
313000;3;2;1340;7912;1.5;N;0;Average;7;1340;0;0;1480;7940
160000;3;1;1210;103237;1;N;0;Fair;6;1210;0;1960;1880;40510
780000;3;2;2206;82031;1;N;2;Average;6;866;1340;0;2590;53024
550000;3;2;2160;37000;1.5;N;0;Good;7;1760;400;0;2540;37000
715000;4;2;2450;7700;1;N;0;Average;8;1250;1200;0;2450;8000
855169;4;2;2970;5050;2;N;0;Average;8;2970;0;0;2810;4998
235000;3;1;1210;6000;1;N;0;Average;7;1210;0;0;1210;6000
402000;4;2;1790;7311;2;N;0;Average;7;1790;0;0;1400;7203
299950;3;1;1410;81021;1;N;0;Average;7;1410;0;1981;2000;81021
215000;3;2;1470;2052;1.5;N;0;Average;7;1470;0;0;1390;2052
759950;4;4;2100;7560;2;N;0;Very Good;8;2100;0;0;1250;7560
718000;5;3;3250;8100;2;N;0;Average;8;3250;0;0;1270;8100
563000;4;1;1410;3376;1.5;N;0;Very Good;7;1410;0;0;1040;3600
840000;4;2;2930;11562;1;N;3;Average;9;1670;1260;0;2530;6517
1110000;4;2;2310;13300;1;N;0;Average;7;1890;420;0;2840;12744
361000;3;2;1950;8698;1;N;0;Average;8;1950;0;0;2330;7212
295000;3;2;1940;7500;1.5;N;0;Good;8;1940;0;1985;1650;7500
8e+05;3;2;1890;10292;1;N;0;Good;8;1890;0;0;2630;10625
170000;4;1;1920;13787;1;N;0;Good;7;1220;700;0;1490;11200
750000;6;2;2750;9563;2;N;0;Good;8;2750;0;0;2040;9563
635000;3;2;2940;6000;1;N;2;Good;8;1590;1350;0;2880;8100
280000;3;2;1358;1141;3;N;0;Average;7;1358;0;0;1358;1196
756000;4;2;2160;5600;1;N;0;Very Good;7;1080;1080;0;1850;5150
925000;4;2;3110;11422;2;N;0;Average;9;3110;0;0;2850;7254
263000;3;2;1580;9187;1;N;0;Average;8;1180;400;0;1620;6397
290000;5;2;2120;7700;1.5;N;0;Very Good;7;2120;0;0;1730;7700
296475;3;2;1520;4170;2;N;0;Average;7;1520;0;0;1560;4237
490000;2;2;1480;15641;1;N;0;Good;7;1480;0;0;1520;7525
593500;5;3;4300;50405;2;N;0;Average;8;3220;1080;0;2680;41684
347500;4;2;2460;7350;2;N;0;Average;9;2460;0;0;2390;8568
5e+05;2;1;1760;27332;1;Y;4;Good;7;1300;460;0;2590;16630
722800;3;3;4330;14600;2;N;0;Average;10;3630;700;0;3220;12672
5e+05;4;2;2230;8560;2;N;0;Average;8;2230;0;0;2400;7756
420000;4;2;2380;15324;1;N;0;Average;8;1610;770;0;2540;12608
428000;3;2;1650;2201;3;N;0;Average;8;1650;0;0;1650;1965
315000;3;2;1900;9513;1;N;0;Average;8;1900;0;0;1790;8028
446500;3;2;2650;7286;2;N;0;Average;8;2650;0;0;2400;7220
6e+05;3;2;2320;7609;2;N;0;Average;8;2320;0;0;2590;4000
6e+05;3;2;2040;5000;1.5;N;0;Average;7;1780;260;0;1690;5000
418000;2;2;1500;3608;2;N;0;Average;8;1500;0;0;2080;2686
7e+05;4;3;3150;7778;2;N;0;Average;9;3150;0;0;2970;6500
418900;3;2;1470;11112;1;N;0;Average;7;1470;0;0;1460;11407
680000;3;2;2570;3600;2.5;N;0;Average;9;2570;0;0;2570;3600
315000;3;2;2200;5954;2;N;0;Average;7;2200;0;0;2200;5046
434400;5;2;1960;7875;1;N;0;Good;7;1960;0;0;1800;7764
287000;3;2;1940;9000;1;N;0;Average;7;1290;650;0;1900;9120
210000;3;2;1720;9435;1;N;0;Good;7;1220;500;0;1690;7215
199950;5;2;1740;8750;1;N;0;Good;7;1740;0;0;1740;8750
697000;4;2;3160;6961;2;N;0;Average;8;3160;0;0;3110;5058
715000;4;3;2630;7770;2;N;0;Average;9;2630;0;0;1370;7770
572000;3;2;2360;9938;1;N;0;Average;8;1690;670;0;2280;9626
109000;2;0;580;6900;1;N;0;Average;5;580;0;0;1570;5040
678000;3;3;2770;10000;1;N;1;Very Good;8;1640;1130;0;2450;10000
785200;3;2;1840;3500;1.5;N;0;Very Good;8;1540;300;0;1800;3300
455000;2;1;1070;5150;1;N;0;Good;6;870;200;0;1520;3860
255000;3;1;1710;12000;1;N;0;Good;7;1710;0;0;1310;9600
370000;5;3;2670;9920;1;N;0;Average;8;1400;1270;0;1890;10341
259950;3;2;1350;7827;1;N;0;Good;7;1350;0;0;1900;7827
146300;3;1;1200;9668;1;N;0;Very Good;6;1200;0;0;1200;9800
420000;3;2;2370;15375;2;N;2;Average;9;2370;0;0;2450;9800
239950;2;1;1280;5500;1;N;0;Average;7;1280;0;0;1270;5500
320000;4;2;2070;7007;2;N;0;Average;7;2070;0;0;2130;8100
330000;3;2;1676;18778;2;N;0;Average;7;1676;0;0;1410;18778
425000;5;2;2840;9425;1;N;0;Good;7;1590;1250;0;1900;11600
274700;4;2;2440;9600;1;N;0;Very Good;7;1220;1220;0;1370;9600
550000;4;3;2360;6678;1;N;0;Average;8;1760;600;0;1640;6380
425000;3;1;970;8040;1;N;0;Average;7;970;0;0;1250;7000
366000;4;3;2170;9743;2;N;0;Average;7;2170;0;0;1670;7734
455950;4;2;2720;5771;2;N;0;Average;8;2720;0;0;1940;4184
1100000;2;2;2050;11900;1;N;0;Good;8;2050;0;0;2980;11900
655000;4;3;3160;8197;1;N;0;Average;8;1580;1580;0;2050;8197
814950;4;3;2990;6626;2;N;0;Average;9;2990;0;0;2910;5533
210000;3;1;1730;7210;1;N;0;Average;7;1430;300;0;1820;7210
255000;4;2;1580;7800;1;N;0;Good;7;1580;0;0;1320;7800
601000;4;4;2160;3600;2;N;0;Average;8;1660;500;0;1230;3840
547000;2;1;1370;10038;1.5;N;0;Good;7;1370;0;0;1610;8822
425500;4;2;1520;10630;1;N;0;Good;7;1520;0;0;1550;8039
825000;3;2;2520;7975;2;N;0;Good;9;1550;970;0;2520;9900
740000;6;2;3140;10250;1;N;0;Good;8;1570;1570;0;2320;10250
261000;3;2;1810;29308;1;N;0;Average;7;950;860;0;1790;37531
446000;4;2;1730;5922;2;N;0;Very Good;7;1730;0;0;1700;6127
237000;3;2;1290;7952;1;N;0;Average;7;1290;0;0;1670;7280
1150000;4;4;5300;37034;2;N;0;Average;11;5300;0;0;3730;37034
347000;2;2;1315;2162;2;N;0;Good;8;1315;0;0;1640;2128
905000;4;2;2240;5000;2;N;0;Average;8;1770;470;2014;2120;5000
518000;3;2;1680;2096;2;N;0;Average;8;1380;300;0;1360;2096
805000;4;2;3960;38615;2;N;0;Average;10;3960;0;0;3290;43560
640000;4;2;2310;31850;1.5;N;0;Good;8;2310;0;0;2710;36042
715000;4;2;2570;7980;2;N;0;Average;9;2570;0;0;2760;6866
895000;5;3;2876;13927;1;N;2;Good;9;1970;906;0;3500;14454
428900;4;2;2598;5553;2;N;0;Average;9;2598;0;0;2502;4900
384000;3;2;990;736;2.5;N;0;Average;8;880;110;0;1030;1201
328500;3;2;1390;1407;3;N;0;Average;7;1390;0;0;1390;1628
450000;4;2;1740;12204;1;N;0;Average;7;1270;470;0;2190;12204
7e+05;4;2;2580;15031;2;N;0;Average;9;2580;0;0;3030;10361
385000;6;4;2700;7416;1;N;0;Average;7;1350;1350;0;2260;5324
370000;3;2;3230;35306;2;N;0;Average;9;3230;0;0;2760;35285
185900;3;1;940;10890;1;N;0;Good;5;940;0;0;1370;10255
1190000;3;4;3380;3333;3;N;0;Average;10;2800;580;0;2790;5000
823000;3;2;2560;9825;2;N;0;Good;9;2560;0;0;2710;12034
289950;2;1;760;6000;1;N;0;Good;6;760;0;0;950;6000
280000;2;2;1894;52769;1.5;N;0;Good;6;1520;374;0;1820;50529
625500;2;1;2160;7439;1;N;0;Good;6;1300;860;0;1680;7439
1038000;3;2;4570;10615;2;N;0;Average;12;4570;0;0;3860;11576
417838;4;2;2530;5048;2;N;0;Average;8;2530;0;0;2530;4359
385000;3;2;2370;6360;1;N;3;Average;7;1280;1090;0;1990;6360
965000;4;2;3570;17411;2;N;0;Average;10;3570;0;0;3510;16153
760000;4;2;2850;11000;2;N;0;Average;8;2850;0;0;1720;11000
375000;4;2;1620;4600;2;N;0;Average;7;1620;0;0;1620;4500
520000;2;2;1530;981;3;N;0;Average;8;1480;50;0;1530;1282
569500;4;2;2800;8190;1;N;0;Average;8;1700;1100;0;2460;8165
595000;3;2;2060;3600;1.5;N;0;Average;7;1180;880;1985;1730;2475
267950;4;1;1730;7350;1.5;N;0;Good;6;1730;0;0;1440;7752
343000;3;1;1400;5662;1.5;N;0;Very Good;5;1400;0;0;1250;14375
460000;3;2;1660;9900;2;N;0;Average;8;1660;0;0;1720;6600
317000;3;2;1760;11410;1;N;0;Very Good;7;1060;700;0;1680;9165
319950;3;2;2240;7500;2;N;0;Average;8;2240;0;0;2190;7506
290000;2;1;1120;217800;1;N;0;Average;6;1120;0;0;1480;217800
335000;2;2;1270;1685;2;N;0;Average;8;1270;0;0;1270;1843
324950;3;1;1240;7500;1;N;0;Good;7;1240;0;0;1240;9750
880000;4;2;2350;4675;2;N;0;Average;9;2150;200;0;2240;3848
450000;3;2;1520;7903;1;N;0;Good;7;1000;520;0;1520;9830
491000;3;2;1660;5070;2;N;3;Average;8;1660;0;1990;2440;6664
1065000;5;3;3370;7947;2;N;0;Average;10;3370;0;0;2040;7900
750000;4;3;3210;8520;1;N;2;Good;7;1810;1400;0;2450;7360
848000;3;4;3010;5717;2;N;0;Average;10;3010;0;0;2780;5138
575000;2;2;1230;5418;1;N;0;Average;8;990;240;0;1330;5074
305000;4;2;2200;8100;1.5;N;0;Very Good;6;1400;800;0;1520;8100
550000;4;2;1540;5000;1.5;N;0;Good;7;1540;0;0;1790;4000
510000;4;2;1320;14250;1;N;0;Good;7;1320;0;0;1720;14250
480000;3;2;2200;4692;2;N;0;Average;8;2200;0;0;2440;3833
277500;3;2;1690;5171;2;N;0;Average;8;1690;0;0;2550;5025
185000;3;1;1840;8100;1;N;0;Good;7;920;920;0;1250;8100
887500;3;3;4230;54977;2;N;3;Average;9;3780;450;2000;2880;27201
1340000;4;3;2760;4905;2;N;1;Good;9;1840;920;0;3200;5424
560000;4;3;1950;6192;2;N;0;Average;8;1950;0;0;2040;5441
628000;4;2;2260;6000;1;N;0;Average;8;1430;830;0;2030;5874
540000;3;2;2220;5279;2;N;0;Average;8;2220;0;0;1610;5297
220000;3;2;1230;7200;1;N;0;Average;7;1230;0;0;1540;7210
467000;3;2;1990;4978;2;N;0;Average;8;1990;0;0;2650;6816
485000;3;2;2590;8384;1;N;0;Good;8;1590;1000;0;2590;8800
625000;3;2;1660;4800;2;N;0;Average;7;1660;0;2014;1660;4800
306000;3;2;1250;8700;1;N;0;Good;7;1250;0;0;1300;8700
439950;4;2;2380;12067;2;N;0;Average;7;2380;0;0;2330;8621
461550;3;2;2090;11895;1;N;0;Average;7;1790;300;0;2180;11072
245000;4;2;2050;7700;2;N;0;Average;7;2050;0;0;1780;7700
494950;2;2;2220;33000;1;N;0;Good;8;2220;0;0;2220;33000
475000;4;2;2100;13468;1;N;0;Very Good;7;1050;1050;0;1470;8675
625000;3;2;2260;5500;1.5;N;0;Average;7;1280;980;0;1790;5355
610000;4;2;2220;5821;1.5;N;0;Good;7;1380;840;0;1850;5000
588000;4;2;2170;5750;1;N;2;Average;7;1370;800;0;1450;5750
287000;2;1;950;6350;1;N;0;Average;7;950;0;0;1080;7620
697000;3;2;2420;5304;1.5;N;0;Very Good;7;1640;780;0;1560;5304
404950;4;2;2340;217014;1;N;0;Good;8;2340;0;0;2340;107898
709950;4;3;3910;6293;2;N;0;Average;9;3130;780;0;4410;6015
309000;3;2;1990;3614;2;N;0;Average;7;1990;0;0;1980;3800
295000;4;2;2160;7725;1;N;0;Good;8;1460;700;0;2060;8250
450000;3;2;2290;44866;1;N;0;Average;8;1390;900;0;2410;44866
278000;3;2;1230;7789;1;N;0;Average;7;1230;0;0;1470;8670
868500;3;2;2920;3942;3;N;0;Average;10;2920;0;0;2920;3942
440000;5;3;2610;3642;2;N;0;Average;8;2080;530;0;1750;3118
285000;3;2;1600;7500;1;N;0;Average;7;1600;0;0;1620;7461
412500;4;2;1630;7969;1;N;0;Average;7;1100;530;0;1580;7440
4e+05;5;2;2070;10488;1;N;0;Good;7;1080;990;0;1740;9225
220000;3;2;1720;7587;1;N;0;Good;7;1140;580;0;1120;7287
450000;3;2;2080;111513;1.5;N;0;Average;8;1680;400;0;2440;107157
384950;3;1;1540;7740;1;N;0;Good;7;1540;0;0;1220;7740
674750;4;2;2590;9753;2;N;0;Average;10;2590;0;0;2800;9917
1240000;4;4;3820;13224;2;N;0;Average;10;3280;540;0;3340;9700
408000;2;1;810;7440;1;N;0;Very Good;6;810;0;0;830;7500
5e+05;4;2;2730;35100;2;N;0;Average;8;2730;0;0;2730;36677
248000;3;1;950;9400;1;N;0;Good;7;950;0;0;1260;9400
305000;4;2;2580;8820;1;N;0;Good;9;1620;960;0;2140;8400
446250;3;2;2380;214315;1.5;N;0;Average;9;2380;0;0;2400;68824
